MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1,Duration_min,Start_Date,End_Date,Start_Date_dt,End_Date_dt
40136,Oda Cinnamon Nobunaga,6.55,"Slice of Life, Comedy, Historical, Seinen",Oda Cinnamon Nobunaga,織田シナモン信長,TV,12,"Jan 11, 2020 to Mar 28, 2020",Winter 2020,"TV Tokyo, Dentsu, Shochiku, Avex Pictures, Amuse, Sammy, North Stars Pictures, Mixer",Unknown,Studio Signpost,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5634.0,4178,14879,34,1913,5000,647,2583,4736,231.0,233.0,712.0,1393.0,1270.0,800.0,382.0,176.0,109.0,69.0,23.0,"Jan 11, 2020","Mar 28, 2020",2020-01-11,2020-03-28
40137,ARP Backstage Pass,5.59,Music,Unknown,ARP Backstage Pass,TV,10,"Jan 13, 2020 to Mar 30, 2020",Winter 2020,"Avex Entertainment, Mainichi Broadcasting System, Asmik Ace, Tokyo MX, Kadokawa, YUKE'S",Unknown,Dynamo Pictures,Other,23 min. per ep.,PG-13 - Teens 13 or older,9455.0,6485,5003,12,441,1250,161,858,2293,43.0,41.0,94.0,186.0,229.0,242.0,185.0,114.0,96.0,80.0,23.0,"Jan 13, 2020","Mar 30, 2020",2020-01-13,2020-03-30
40145,Yu☆Gi☆Oh!: Sevens,5.4,"Action, Game, Fantasy, Shounen",Unknown,遊☆戯☆王SEVENS,TV,Unknown,"Apr 4, 2020 to ?",Spring 2020,Unknown,Unknown,Bridge,Card game,24 min.,PG-13 - Teens 13 or older,9943.0,4564,12037,54,3186,2,595,1456,6798,94.0,62.0,142.0,344.0,322.0,314.0,187.0,130.0,116.0,155.0,24.0,"Apr 4, 2020",,2020-04-04,
40148,22/7,6.81,Music,22/7,22/7,TV,12,"Jan 11, 2020 to Mar 28, 2020",Winter 2020,"Aniplex, Tokyo MX, Nagoya Broadcasting Network, BS11, Shogakukan, ABC Animation, Buzz Wave",Aniplex of America,A-1 Pictures,Other,24 min. per ep.,PG-13 - Teens 13 or older,4398.0,3028,29141,144,2817,11558,1071,2851,10844,664.0,808.0,1928.0,3047.0,2195.0,1199.0,614.0,281.0,149.0,115.0,24.0,"Jan 11, 2020","Mar 28, 2020",2020-01-11,2020-03-28
40165,Listeners,5.38,"Action, Mecha, Music, Sci-Fi",Listeners,LISTENERS リスナーズ,TV,12,"Apr 4, 2020 to Jun 20, 2020",Spring 2020,"Mainichi Broadcasting System, Slow Curve, DMM pictures, dugout, DMM Music",Funimation,MAPPA,Original,24 min. per ep.,PG-13 - Teens 13 or older,9967.0,2282,49237,51,6387,11926,1942,11703,17279,267.0,314.0,998.0,2362.0,3381.0,3439.0,2625.0,1428.0,747.0,445.0,24.0,"Apr 4, 2020","Jun 20, 2020",2020-04-04,2020-06-20
40208,Wo Kai Dongwuyuan Naxie Nian,6.37,"Slice of Life, Comedy",Unknown,我开动物园那些年,ONA,13,"Apr 5, 2020 to Jun 21, 2020",Unknown,bilibili,Unknown,Haoliners Animation League,Novel,13 min. per ep.,PG-13 - Teens 13 or older,6553.0,8978,1906,3,216,414,59,103,1114,26.0,4.0,52.0,101.0,93.0,47.0,11.0,12.0,3.0,11.0,13.0,"Apr 5, 2020","Jun 21, 2020",2020-04-05,2020-06-21
40215,Aggressive Retsuko (ONA) 3rd Season,7.93,"Slice of Life, Comedy",Unknown,アグレッシブ烈子第3期,ONA,10,"Aug 27, 2020",Unknown,"Sanrio, Netflix",Unknown,Fanworks,Other,16 min. per ep.,PG-13 - Teens 13 or older,637.0,2507,41698,172,1318,32868,306,132,7074,2040.0,5521.0,9933.0,6165.0,1527.0,436.0,117.0,44.0,17.0,10.0,16.0,"Aug 27, 2020","Aug 27, 2020",2020-08-27,2020-08-27
40221,Kami no Tou,7.66,"Action, Adventure, Mystery, Drama, Fantasy",Tower of God,神之塔 -Tower of God-,TV,13,"Apr 2, 2020 to Jun 25, 2020",Spring 2020,"Sega, Rialto Entertainment, Sola Entertainment, Naver Webtoons",Crunchyroll,Telecom Animation Film,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,1130.0,219,534804,6863,75072,342538,10759,14507,91928,27991.0,52808.0,97664.0,76946.0,29058.0,11774.0,5285.0,2176.0,985.0,1541.0,23.0,"Apr 2, 2020","Jun 25, 2020",2020-04-02,2020-06-25
40230,Housekishou Richard-shi no Nazo Kantei,7.16,"Drama, Mystery, Slice of Life",The Case Files of Jeweler Richard,宝石商リチャード氏の謎鑑定,TV,12,"Jan 9, 2020 to Mar 26, 2020",Winter 2020,"Nippon Animation, WOWOW, Sotsu, Movic, AT-X, Studio Mausu, Avex Pictures, Q-Tec, Hakuhodo DY Music & Pictures, BS11, GYAO!, entama",Unknown,Shuka,Novel,23 min. per ep.,PG-13 - Teens 13 or older,2939.0,2516,41085,189,4250,16877,1508,3297,15153,888.0,1447.0,3316.0,4677.0,2693.0,1295.0,437.0,124.0,63.0,65.0,23.0,"Jan 9, 2020","Mar 26, 2020",2020-01-09,2020-03-26
40262,Haikyuu!!: Riku vs. Kuu,7.8,"Comedy, Sports, Drama, School, Shounen",Unknown,ハイキュー!! 陸VS空,OVA,2,"Jan 22, 2020",Unknown,"TOHO animation, Shueisha",Unknown,Production I.G,Manga,22 min. per ep.,PG-13 - Teens 13 or older,820.0,956,155664,453,3139,123507,724,336,27958,10796.0,13096.0,29051.0,25923.0,7058.0,1798.0,319.0,91.0,35.0,68.0,22.0,"Jan 22, 2020","Jan 22, 2020",2020-01-22,2020-01-22
40267,Wave!!: Surfing Yappe!!,6.25,"Slice of Life, Sports",Unknown,WAVE!!～サーフィンやっぺ!!～,Movie,3,"Oct 2, 2020 to Oct 30, 2020",Unknown,Delfi Sound,Unknown,Asahi Production,Other,1 hr. 27 min. per ep.,PG-13 - Teens 13 or older,7138.0,3943,16928,73,2426,734,286,504,12978,104.0,75.0,146.0,231.0,208.0,157.0,90.0,36.0,25.0,18.0,1.0,"Oct 2, 2020","Oct 30, 2020",2020-10-02,2020-10-30
40272,A3! Season Autumn & Winter,7.26,"Slice of Life, Drama",A3! Season Autumn & Winter,A3! SEASON AUTUMN & WINTER,TV,12,"Oct 13, 2020 to Dec 29, 2020",Fall 2020,"Pony Canyon, Infinite",Funimation,"P.A. Works, Studio 3Hz",Game,23 min. per ep.,PG-13 - Teens 13 or older,2514.0,4591,11749,124,1168,2849,210,273,7249,272.0,308.0,528.0,750.0,371.0,172.0,63.0,21.0,13.0,20.0,23.0,"Oct 13, 2020","Dec 29, 2020",2020-10-13,2020-12-29
40314,Sekaiichi Hatsukoi: Propose-hen,7.39,"Comedy, Drama, Romance, Shounen Ai",Unknown,世界一初恋~プロポーズ編~,Movie,1,"Feb 21, 2020",Unknown,Unknown,Unknown,Studio Deen,Manga,21 min.,PG-13 - Teens 13 or older,1928.0,4109,15616,86,369,4580,134,88,10445,382.0,377.0,655.0,932.0,425.0,158.0,43.0,15.0,8.0,22.0,21.0,"Feb 21, 2020","Feb 21, 2020",2020-02-21,2020-02-21
40321,Ookami to Koushinryou VR 2,,"Adventure, Historical, Fantasy",Unknown,狼と香辛料VR 2,ONA,9,"Dec 9, 2020",Unknown,Unknown,Unknown,Unknown,Light novel,,PG-13 - Teens 13 or older,11377.0,8060,2721,7,23,138,32,28,2500,11.0,6.0,12.0,20.0,19.0,9.0,5.0,1.0,2.0,1.0,,"Dec 9, 2020","Dec 9, 2020",2020-12-09,2020-12-09
40327,Mewkledreamy,6.51,"Adventure, Kids, Fantasy",Unknown,ミュークルドリーミー,TV,Unknown,"Apr 5, 2020 to ?",Spring 2020,Sanrio,Unknown,J.C.Staff,Other,24 min.,G - All Ages,5870.0,6983,4165,14,1363,0,266,411,2125,53.0,45.0,72.0,143.0,138.0,85.0,32.0,15.0,11.0,9.0,24.0,"Apr 5, 2020",,2020-04-05,
40329,Crayon Shin-chan Movie 28: Gekitotsu! Rakugaki Kingdom to Hobo Yonin no Yuusha,,"Comedy, Seinen",Unknown,映画クレヨンしんちゃん 激突! ラクガキングダムとほぼ四人の勇者,Movie,1,"Sep 11, 2020",Unknown,Unknown,Unknown,Shin-Ei Animation,Manga,,G - All Ages,13728.0,11269,708,1,20,90,11,26,561,6.0,3.0,11.0,16.0,10.0,8.0,,,1.0,1.0,,"Sep 11, 2020","Sep 11, 2020",2020-09-11,2020-09-11
40331,Ongaku,7.36,"Music, Slice of Life",Unknown,音楽,Movie,1,"Jan 11, 2020",Unknown,Unknown,GKIDS,Unknown,Manga,1 hr. 11 min.,PG-13 - Teens 13 or older,2074.0,7801,3017,20,71,786,26,38,2096,57.0,117.0,203.0,172.0,59.0,28.0,14.0,7.0,7.0,6.0,71.0,"Jan 11, 2020","Jan 11, 2020",2020-01-11,2020-01-11
40332,Kyochuu Rettou Movie,4.63,Horror,The Island of Giant Insects Movie,劇場版 巨蟲列島,Movie,1,"Jan 10, 2020",Unknown,Unknown,Unknown,Passione,Manga,1 hr. 16 min.,R+ - Mild Nudity,10871.0,4451,12754,12,442,7409,127,199,4577,153.0,99.0,241.0,625.0,930.0,966.0,877.0,710.0,620.0,531.0,76.0,"Jan 10, 2020","Jan 10, 2020",2020-01-10,2020-01-10
40358,Gal to Kyouryuu,6.45,"Slice of Life, Comedy, Seinen",Gal & Dino,ギャルと恐竜,TV,12,"Apr 5, 2020 to Dec 20, 2020",Spring 2020,Unknown,Funimation,"Kamikaze Douga, Space Neko Company",Manga,23 min. per ep.,PG-13 - Teens 13 or older,6170.0,3494,22011,57,4058,3437,1471,4693,8352,438.0,297.0,675.0,1149.0,1195.0,1034.0,632.0,384.0,272.0,231.0,23.0,"Apr 5, 2020","Dec 20, 2020",2020-04-05,2020-12-20
40359,Ikebukuro West Gate Park,6.83,"Mystery, Drama",Ikebukuro West Gate Park,池袋ウエストゲートパーク,TV,12,"Oct 6, 2020 to Dec 22, 2020",Fall 2020,Unknown,Funimation,Doga Kobo,Novel,23 min. per ep.,PG-13 - Teens 13 or older,4309.0,1856,66395,228,11081,18894,2108,6603,27709,937.0,1461.0,3573.0,6016.0,4140.0,2355.0,962.0,394.0,174.0,119.0,23.0,"Oct 6, 2020","Dec 22, 2020",2020-10-06,2020-12-22
40372,Haikyuu!! (OVA),7.76,"Sports, Shounen",Unknown,ハイキュー!!,OVA,10,"Mar 4, 2020",Unknown,Shueisha,Unknown,Unknown,Manga,2 min. per ep.,PG-13 - Teens 13 or older,891.0,4386,13437,51,411,6298,224,246,6258,864.0,628.0,824.0,776.0,348.0,136.0,45.0,15.0,14.0,39.0,2.0,"Mar 4, 2020","Mar 4, 2020",2020-03-04,2020-03-04
40392,Runway de Waratte,7.65,"Slice of Life, Drama, School, Shounen",Smile Down the Runway,ランウェイで笑って,TV,12,"Jan 11, 2020 to Mar 28, 2020",Winter 2020,"Mainichi Broadcasting System, Kodansha, DMM pictures",Funimation,Ezόla,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1148.0,1646,81601,298,7709,40249,2503,3422,27718,2466.0,5336.0,11931.0,9619.0,3462.0,1486.0,497.0,130.0,74.0,79.0,24.0,"Jan 11, 2020","Mar 28, 2020",2020-01-11,2020-03-28
40397,Maoujou de Oyasumi,8.04,"Slice of Life, Comedy, Supernatural, Magic, Fantasy, Shounen",Sleepy Princess in the Demon Castle,魔王城でおやすみ,TV,12,"Oct 6, 2020 to Dec 22, 2020",Fall 2020,Lantis,Funimation,Doga Kobo,Manga,23 min. per ep.,PG-13 - Teens 13 or older,490.0,1446,96017,1000,18006,42696,2547,3515,29253,5618.0,7898.0,13998.0,8455.0,2684.0,1101.0,313.0,140.0,52.0,67.0,23.0,"Oct 6, 2020","Dec 22, 2020",2020-10-06,2020-12-22
40403,Shin Sakura Taisen the Animation,5.81,"Sci-Fi, Adventure, Mecha, Shounen",Sakura Wars the Animation,新サクラ大戦 the Animation,TV,12,"Apr 3, 2020 to Jun 19, 2020",Spring 2020,"Sega, Sammy, Tencent Japan",Funimation,SANZIGEN,Game,23 min. per ep.,PG-13 - Teens 13 or older,8788.0,4335,13568,24,1523,2862,441,2302,6440,103.0,96.0,209.0,532.0,703.0,759.0,443.0,256.0,159.0,146.0,23.0,"Apr 3, 2020","Jun 19, 2020",2020-04-03,2020-06-19
40416,Date A Bullet: Dead or Bullet,7.51,Sci-Fi,Unknown,デート・ア・バレット デッド・オア・バレット,Movie,1,"Aug 14, 2020",Unknown,Nippon Columbia,Unknown,GEEK TOYS,Light novel,24 min.,PG-13 - Teens 13 or older,1553.0,2120,55314,905,1643,17045,514,154,35958,2669.0,1266.0,3030.0,3884.0,1510.0,605.0,204.0,80.0,28.0,34.0,24.0,"Aug 14, 2020","Aug 14, 2020",2020-08-14,2020-08-14
40417,Fruits Basket 2nd Season,8.54,"Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo",Unknown,フルーツバスケット 2nd season,TV,25,"Apr 7, 2020 to Sep 22, 2020",Spring 2020,TMS Music,Funimation,TMS Entertainment,Manga,23 min. per ep.,PG-13 - Teens 13 or older,87.0,750,197274,3013,40614,79090,7825,3212,66533,17959.0,23670.0,21493.0,9488.0,3057.0,1196.0,416.0,131.0,59.0,121.0,23.0,"Apr 7, 2020","Sep 22, 2020",2020-04-07,2020-09-22
40421,Given Movie,8.19,"Music, Slice of Life, Drama, Romance, Shounen Ai",Unknown,映画 ギヴン,Movie,1,"Aug 22, 2020",Unknown,Unknown,Unknown,Lerche,Manga,59 min.,Unknown,321.0,1734,75675,1151,1984,27699,535,133,45324,4701.0,5147.0,6688.0,3961.0,1242.0,388.0,146.0,36.0,16.0,53.0,59.0,"Aug 22, 2020","Aug 22, 2020",2020-08-22,2020-08-22
40425,Neko Neko Nihonshi Movie: Ryouma no Hachamecha Time Travel ze yo!,,"Historical, Kids, Parody",Unknown,映画 ねこねこ日本史 ~龍馬のはちゃめちゃタイムトラベルぜよ!~,Movie,1,"Feb 22, 2020",Unknown,Unknown,Unknown,Unknown,Web manga,2 hr.,G - All Ages,11114.0,14571,221,0,1,26,4,17,173,2.0,,,2.0,4.0,2.0,2.0,,,5.0,,"Feb 22, 2020","Feb 22, 2020",2020-02-22,2020-02-22
40435,Mo Dao Zu Shi Q,8.14,"Comedy, Historical, Supernatural, Magic",The Founder of Diabolism Q,魔道祖师Q,ONA,30,"Jul 31, 2020 to Jan 29, 2021",Unknown,Tencent Penguin Pictures,Unknown,B.CMAY PICTURES,Novel,5 min. per ep.,PG-13 - Teens 13 or older,377.0,4964,9691,124,3844,426,289,192,4940,587.0,345.0,432.0,312.0,109.0,60.0,16.0,11.0,12.0,37.0,5.0,"Jul 31, 2020","Jan 29, 2021",2020-07-31,2021-01-29
40436,Peter Grill to Kenja no Jikan,5.51,"Harem, Comedy, Ecchi, Fantasy",Peter Grill and the Philosopher's Time,ピーター・グリルと賢者の時間,TV,12,"Jul 11, 2020 to Sep 26, 2020",Summer 2020,Unknown,Sentai Filmworks,Wolfsbane,Manga,12 min. per ep.,R+ - Mild Nudity,9670.0,1288,111211,897,19205,44504,2768,13333,31401,4579.0,1184.0,2896.0,6528.0,9640.0,8588.0,5574.0,3421.0,2377.0,1944.0,12.0,"Jul 11, 2020","Sep 26, 2020",2020-07-11,2020-09-26
40453,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II OVA,6.32,"Adventure, Comedy, Romance, Ecchi, Fantasy",Unknown,ダンジョンに出会いを求めるのは間違っているだろうか 2期 OVA,OVA,1,"Jan 29, 2020",Unknown,Unknown,Sentai Filmworks,J.C.Staff,Light novel,26 min.,PG-13 - Teens 13 or older,6758.0,2180,53503,73,1145,37108,334,175,14741,1376.0,1228.0,2883.0,6186.0,6862.0,3446.0,1668.0,744.0,415.0,344.0,26.0,"Jan 29, 2020","Jan 29, 2020",2020-01-29,2020-01-29
40454,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,7.49,"Action, Adventure, Comedy, Romance, Fantasy",Is It Wrong to Try to Pick Up Girls in a Dungeon? III,ダンジョンに出会いを求めるのは間違っているだろうかIII,TV,12,"Oct 3, 2020 to Dec 19, 2020",Fall 2020,"Movic, Warner Bros. Japan, KlockWorx, Hakuhodo DY Music & Pictures, Egg Firm, FuRyu, GREE, SB Creative",Sentai Filmworks,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1610.0,469,298231,1678,56903,132998,6202,4974,97154,8997.0,15243.0,35465.0,35652.0,13895.0,5183.0,2028.0,714.0,333.0,316.0,24.0,"Oct 3, 2020","Dec 19, 2020",2020-10-03,2020-12-19
40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen,8.72,"Action, Historical, Demons, Supernatural, Shounen",Unknown,劇場版 鬼滅の刃 無限列車編,Movie,1,"Oct 16, 2020",Unknown,"Aniplex, Shueisha",Aniplex of America,ufotable,Manga,1 hr. 57 min.,R - 17+ (violence & profanity),40.0,398,341006,4034,9994,41603,3118,378,285913,13267.0,10226.0,7525.0,2894.0,797.0,365.0,116.0,62.0,82.0,557.0,117.0,"Oct 16, 2020","Oct 16, 2020",2020-10-16,2020-10-16
40460,Nakanohito Genome [Jikkyouchuu]: Knots of Memories,6.76,"Game, Comedy, Drama",Unknown,ナカノヒトゲノム【実況中】KNOTS OF MEMORIES,OVA,1,"Feb 27, 2020",Unknown,Unknown,Unknown,Unknown,Web manga,24 min.,PG-13 - Teens 13 or older,4633.0,4671,11401,28,292,4351,127,79,6552,222.0,174.0,443.0,832.0,729.0,306.0,102.0,30.0,20.0,21.0,24.0,"Feb 27, 2020","Feb 27, 2020",2020-02-27,2020-02-27
40465,Chuubyou Gekihatsu Boy Special,6.86,"Slice of Life, Comedy, School",Unknown,厨病激発ボーイ,Special,1,"Mar 25, 2020",Unknown,"Lantis, Ai Addiction",Sentai Filmworks,Studio Deen,Novel,24 min.,PG-13 - Teens 13 or older,4182.0,7059,4029,6,80,1962,51,59,1877,107.0,91.0,206.0,423.0,315.0,145.0,40.0,14.0,7.0,6.0,24.0,"Mar 25, 2020","Mar 25, 2020",2020-03-25,2020-03-25
40473,Chou Futsuu Toshi Kashiwa Densetsu R,4.47,"Comedy, Fantasy",Unknown,超普通都市カシワ伝説R,TV,10,"Jul 6, 2020 to Sep 28, 2020",Summer 2020,Unknown,Unknown,Super Normal Studio,Other,5 min. per ep.,Unknown,10929.0,7244,3770,3,263,397,74,479,2557,17.0,1.0,13.0,29.0,41.0,78.0,81.0,74.0,66.0,93.0,5.0,"Jul 6, 2020","Sep 28, 2020",2020-07-06,2020-09-28
40483,Murenase! Seton Gakuen,7.08,"Comedy, School",Seton Academy:Join the Pack!,群れなせ！シートン学園,TV,12,"Jan 7, 2020 to Mar 24, 2020",Winter 2020,"Animax, Tokyo MX, Cygames, Legs, Happinet",Unknown,Studio Gokumi,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3297.0,1179,125231,477,13505,74782,3038,6081,27825,3356.0,5077.0,14250.0,21663.0,11183.0,4721.0,1780.0,711.0,350.0,238.0,23.0,"Jan 7, 2020","Mar 24, 2020",2020-01-07,2020-03-24
40485,Strike the Blood IV,7.05,"Action, Harem, Supernatural, Ecchi, Vampire, Fantasy",Unknown,ストライク・ザ・ブラッド IV,OVA,12,"Apr 8, 2020 to Jun 30, 2021",Unknown,Magic Capsule,Unknown,Connect,Light novel,25 min. per ep.,R+ - Mild Nudity,3438.0,2411,44643,166,14723,8,2300,897,26715,723.0,488.0,1177.0,1820.0,1014.0,487.0,249.0,107.0,60.0,46.0,25.0,"Apr 8, 2020","Jun 30, 2021",2020-04-08,2021-06-30
40486,Strike the Blood: Kieta Seisou-hen,6.89,"Action, Harem, Supernatural, Ecchi, Vampire, Fantasy",Unknown,ストライク・ザ・ブラッド 消えた聖槍篇,OVA,1,"Jan 29, 2020",Unknown,"Movic, Magic Capsule, Warner Bros. Japan, KlockWorx, Hakuhodo DY Music & Pictures, Kadokawa",Unknown,Connect,Light novel,26 min.,R+ - Mild Nudity,4064.0,4187,14829,27,643,8077,193,111,5805,464.0,315.0,754.0,1633.0,1239.0,486.0,144.0,72.0,33.0,24.0,26.0,"Jan 29, 2020","Jan 29, 2020",2020-01-29,2020-01-29
40496,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e",7.34,"Action, Demons, Magic, Fantasy, School",The Misfit of Demon King Academy,魔王学院の不適合者 ～史上最強の魔王の始祖、転生して子孫たちの学校へ通う～,TV,13,"Jul 4, 2020 to Sep 26, 2020",Summer 2020,"Aniplex, Kadokawa",Aniplex of America,SILVER LINK.,Light novel,23 min. per ep.,R - 17+ (violence & profanity),2177.0,377,356060,3057,48873,236529,4880,9563,56215,18424.0,23990.0,50133.0,58622.0,27479.0,12119.0,5087.0,2364.0,1209.0,835.0,23.0,"Jul 4, 2020","Sep 26, 2020",2020-07-04,2020-09-26
40497,Mahouka Koukou no Rettousei: Raihousha-hen,7.31,"Action, Sci-Fi, Supernatural, Magic, Romance, School",The Irregular at Magic High School:Visitor Arc,魔法科高校の劣等生 来訪者編,TV,13,"Oct 4, 2020 to Dec 27, 2020",Fall 2020,"Aniplex, Square Enix, Movic, Studio Mausu, Straight Edge, Kadokawa",Aniplex of America,8bit,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,2310.0,742,197342,1209,40057,76107,3770,4668,72740,5607.0,7546.0,17328.0,21508.0,9606.0,3902.0,1656.0,628.0,262.0,247.0,23.0,"Oct 4, 2020","Dec 27, 2020",2020-10-04,2020-12-27
40504,Major 2nd (TV) 2nd Season,7.6,"Comedy, Sports, Drama, Shounen",Unknown,メジャーセカンド,TV,25,"Apr 4, 2020 to Nov 7, 2020",Spring 2020,Unknown,Unknown,OLM,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1272.0,4376,13317,70,3042,5440,347,326,4162,410.0,719.0,1717.0,1562.0,526.0,189.0,57.0,17.0,5.0,20.0,24.0,"Apr 4, 2020","Nov 7, 2020",2020-04-04,2020-11-07
40506,Shadowverse (TV),5.09,"Game, Fantasy",Unknown,シャドウバース,TV,Unknown,"Apr 7, 2020 to ?",Spring 2020,"TV Tokyo, Sonilude",Unknown,Zexcs,Card game,24 min.,PG - Children,10501.0,4901,10041,26,3697,1,616,2322,3405,85.0,72.0,150.0,315.0,438.0,526.0,377.0,240.0,153.0,153.0,24.0,"Apr 7, 2020",,2020-04-07,
40513,Nami yo Kiitekure,7.37,"Comedy, Drama, Romance, Seinen","Wave, Listen to Me!",波よ聞いてくれ,TV,12,"Apr 4, 2020 to Jun 20, 2020",Spring 2020,"Mainichi Broadcasting System, Kodansha, DMM pictures, DMM Music",Funimation,Sunrise,Manga,24 min. per ep.,R - 17+ (violence & profanity),2033.0,2052,58063,99,6921,22378,2094,4517,22153,762.0,2270.0,6381.0,7178.0,2742.0,1258.0,452.0,151.0,70.0,73.0,24.0,"Apr 4, 2020","Jun 20, 2020",2020-04-04,2020-06-20
40515,Nihon Chinbotsu 2020,6.43,"Sci-Fi, Drama",Japan Sinks:2020,日本沈没2020,ONA,10,"Jul 9, 2020",Unknown,Unknown,Unknown,Science SARU,Novel,25 min. per ep.,R - 17+ (violence & profanity),6248.0,1537,89341,247,4740,54233,1593,3917,24858,2433.0,3837.0,7703.0,11610.0,9801.0,5697.0,3883.0,1890.0,1005.0,672.0,25.0,"Jul 9, 2020","Jul 9, 2020",2020-07-09,2020-07-09
40519,Youma Shoukan e Youkoso,6.6,"Hentai, Demons, Supernatural, Fantasy",Unknown,妖魔娼館へようこそ,OVA,2,"Feb 7, 2020 to Mar 6, 2020",Unknown,T-Rex,Unknown,Unknown,Visual novel,16 min. per ep.,Rx - Hentai,Unknown,6963,4147,29,397,2280,177,145,1148,142.0,135.0,271.0,390.0,327.0,212.0,98.0,50.0,27.0,20.0,16.0,"Feb 7, 2020","Mar 6, 2020",2020-02-07,2020-03-06
40520,Chii-chan Kaihatsu Nikki,6.27,Hentai,Unknown,ちーちゃん開発日記,OVA,Unknown,"Jan 31, 2020 to ?",Unknown,T-Rex,Unknown,Unknown,Manga,30 min.,Rx - Hentai,Unknown,7997,2811,5,1310,4,456,204,837,64.0,57.0,136.0,228.0,177.0,111.0,69.0,36.0,23.0,37.0,30.0,"Jan 31, 2020",,2020-01-31,
40529,No Guns Life 2nd Season,7.05,"Action, Sci-Fi, Drama, Seinen",No Guns Life,ノー・ガンズ・ライフ,TV,12,"Jul 10, 2020 to Sep 25, 2020",Summer 2020,"Sony Pictures Entertainment, TBS, AT-X, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Good Smile Film",Funimation,Madhouse,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3434.0,2111,55681,60,6190,22028,1422,1673,24368,557.0,1290.0,4283.0,7171.0,3195.0,1165.0,408.0,136.0,54.0,35.0,23.0,"Jul 10, 2020","Sep 25, 2020",2020-07-10,2020-09-25
40532,Appare-Ranman!,7.33,"Cars, Comedy, Historical",APPARE-RANMAN!,天晴爛漫！,TV,13,"Apr 10, 2020 to Sep 25, 2020",Spring 2020,"Lantis, AT-X, Docomo Anime Store, Sammy, Kadokawa Media House, Kadokawa, Bandai Namco Arts, Bit Promotion",Funimation,P.A. Works,Original,23 min. per ep.,PG-13 - Teens 13 or older,2185.0,1531,89963,360,14085,32245,4085,5333,34215,1764.0,3465.0,8851.0,10297.0,4291.0,1888.0,696.0,262.0,102.0,79.0,23.0,"Apr 10, 2020","Sep 25, 2020",2020-04-10,2020-09-25
40540,Sword Art Online: Alicization - War of Underworld 2nd Season,7.42,"Action, Game, Adventure, Romance, Fantasy",Sword Art Online Alicization War of Underworld Part 2,ソードアート・オンライン アリシゼーション War of Underworld,TV,11,"Jul 12, 2020 to Sep 20, 2020",Summer 2020,"Aniplex, Bandai Namco Entertainment, Egg Firm, Straight Edge, Kadokawa",Aniplex of America,A-1 Pictures,Light novel,24 min. per ep.,R - 17+ (violence & profanity),1847.0,437,320775,3140,35168,201021,3598,5384,75604,21146.0,23547.0,40831.0,38817.0,19095.0,8812.0,5494.0,2733.0,1572.0,3330.0,24.0,"Jul 12, 2020","Sep 20, 2020",2020-07-12,2020-09-20
40543,King of Prism All Stars: Prism Show☆Best Ten,,"Music, Shoujo",Unknown,KING OF PRISM ALL STARS -プリズムショー☆ベストテン-,Movie,1,"Jan 10, 2020",Unknown,Unknown,Unknown,Unknown,Original,1 hr. 5 min.,PG-13 - Teens 13 or older,15050.0,17525,173,1,9,30,6,2,126,4.0,,1.0,2.0,4.0,4.0,,,,3.0,65.0,"Jan 10, 2020","Jan 10, 2020",2020-01-10,2020-01-10
40550,Assault Lily: Bouquet,6.46,"Action, Magic, Fantasy",Unknown,アサルトリリィ Bouquet,TV,12,"Oct 2, 2020 to Dec 25, 2020",Fall 2020,Unknown,Funimation,Shaft,Other,24 min. per ep.,PG-13 - Teens 13 or older,6078.0,2178,53164,267,9392,15541,1700,5685,20846,853.0,871.0,2164.0,4137.0,3836.0,2478.0,1270.0,630.0,278.0,186.0,24.0,"Oct 2, 2020","Dec 25, 2020",2020-10-02,2020-12-25
